ID_val,Verbatim,Area,SubArea
12832,It rattles when I have the music up,Audio,Vibration/Rattle
1588,The phone always connects but connection will occasionally drop and then reconnect.,Bluetooth,Connection Loss
13427,"Radio signal gets fuzzy around mountains, hills, tunnels, overpasses, slightly large vehicles. Meridian sounds system not impressive in the least.",Radio,Poor Reception
16347,"(Copied from AEN97): Satellite Radio lost signal light was on.  However, the satellite was playing fine.",Radio,Other
15297,"Frequently, I try and play Pandora using the bluetooth system and it will not connect to my phone.  My 2015 Acadia did not have the frequency of bluetooth / Pandora connectivity issues that my new 2017 Acadia has.",Bluetooth,Won't/Slow Connect
13674,static on radio stations that come in strong in other cars,Radio,Poor Reception
10527,Never used a navigation system and salesman failed to demonstrate.,Navigation,DTU
19269,(Copied from AEN97): Audio initialization did not properly set up side speakers - resulted in muted / muddled sound when problem occures.,Audio,Bad sound Quality
18821,"(Copied from AEN97): Sometimes the touchscreen doesn't turn on, but 'buttons' are still active.   Sometimes it is connected, but no sound comes through the sound system.",Display,Black Screen
3687,"Sometimes when making a call, when I press exit to hang up from the call, sometimes, it will not hang up then making me look at my phone to disconnect the call.  It is hard to navigate between systems without exiting out of another system first.",Bluetooth,DTU
17655,"Too many steps to locate a single function. Set with the manual just to figure the fuel usage for a single fillup. After reading everything in tshe thick manual on fuel gauge I found that information was in the additional manual, again why can't they print an updated manual for new cars instead of just giving owners two manuals to work through. I had a 2011 Tahoe that I traded in for the 2017, at this point I wish I had kept the 2011.",Information,DTU
4078,The Android App performs better in all areas - particularly in searches,Voice Recognition,Poor Recognition
12285,"The text/font where it includes the name of song and artist are too small to read, especially while driving on a sunny day wearing sunglasses. There is so much empty/blank space on the display that I don't understand why they couldn't increase the font size overall to fill out the entire screen and make the text easier to read.",Display,DTU
16991,Navigation has brought me to wrong location,Navigation,Route Guidance
11828,(Copied from AEN97): The GPS is VERY hard for me to enter home addresses into. I have tried using both hands to get the information entered into the GPS. I do not know if there is some special angle I should be using or if the touch is just harder/firmer than the GPS in the Q50? The GPS does work IF you can get the info. entered into it.,Navigation,Destination Input
8357,Commands must be exact...may be just me getting used to new system,Voice Recognition,Poor Recognition
2980,I have chosen to not to use it as it only adds time to my drive..but everytime I use it it is inaccurate as to the time it takes and the best route is not the best route..,Navigation,Route Accuracy
5268,I have to ask for numbers repeatedly.,Voice Recognition,Poor Recognition
15067,"Sometimes my phone won't connect. Connects after car is shut down, exited, re entered and restarted",Bluetooth,Won't/Slow Connect
16629,(Copied from EXT97): Sunroof latch doesn't appear to be of good quality. (Copied from INT97): Sun roof latch hard to operate,Sunroof Switch,DTU
8680,"Built-in voice recognition frequently doesn't recognize/misinterprets commands"""" problem.",Voice Recognition,Poor Recognition
602,The USB port is in the center console. It's dark and hard to see to plug in.,USB/Aux In,Poor Location
12865,Speaker in drivers side rear door buzzes/vibrates. Will have checked when go in for oil change.,Audio,Vibration/Rattle
13723,SOME STATIONS VERY STATICY,Radio,Poor Reception
3870,Navigation system occasionally does not recognize names of Points of Interest,Voice Recognition,Poor Recognition
18136,Difficult location and hard to get to,Power Outlet,Poor Location
16598,The sunshade has a press release feature that at times is difficult to control when opening the shade. The sunshade also covers the moonroof and with that being over the second row you must enter the rear driver side to open and close the sunshade. Sunshade should be power operated.,Sunroof Switch,DTU
16927,I attempted to use my navigation system only a few times but both times I was given a message saying it couldnâ€™t guarantee route or something similar to that so I opted to use the maps app on my phone instead. I was disappointed because in my last vehicle I could safely rely on my navigation system.,Navigation,Route Guidance
6862,"Mis-interprets street names.   When I say """"call"""", it sometimes pulls up another menu Inconsistently doesn't recognize certain names",Voice Recognition,Poor Recognition
11334,Issue of callers not being able yo hear me was repaired,Bluetooth,Call Quality
11350,when the temperature outside is in the 20's or lower the first call sounds like a grizzly bear is making the call - sounds same on both ends - car need to warm up for this to go away.  I haven't had this issue since the temperatures have gotten warmer,Bluetooth,Call Quality
12024,It's just all too confusing. The high tech aspect of the system actually hampers ease of use. My last Lexus RX350 was a much more enjoyable system to use. I STILL haven't figured out all the options and controls on my NX.,Other,Not Enough Info
11086,I don't know how to use it. Manual doesn't help. It should be easy. It is not.,Navigation,DTU
